,CO_MUNICIPIO,NO_MUNICIPIO,AFD_INF_12,AFD_FUN_12,AFD_MED_12,ATU_INF,ATU_AF,ATU_EM,HAD_INF,HAD_AI,HAD_EM,MEDIA_INSE,IED_1,IED_2,IED_3,IED_4,IED_56,IRD_0A2,IRD_2A3,IRD_3A4,IRD_4A5,TDI_FUN,TDI_MED,REGIAO
214,3518909.0,Guzolândia,39.6,85.5,45.5,11.7,20.1,26.0,6.7,6.0,6.6,4.98,31.5,18.4,21.1,21.1,7.9,0.0,25.0,75.0,0.0,4.0,8.0,SP - Capital
215,3519006.0,Herculândia,63.7,75.4,63.3,14.8,24.3,24.8,8.6,5.8,6.9,5.28,20.0,15.6,44.4,20.0,0.0,0.0,66.7,0.0,33.3,4.0,6.6,SP - Capital
216,3519055.0,Holambra,37.9,80.6,73.2,15.7,21.8,28.5,8.4,6.0,5.1,5.4,29.4,11.8,25.0,26.5,7.300000000000001,6.3,43.8,37.5,12.4,3.1,8.2,SP - Capital
217,3519071.0,Hortolândia,45.7,74.8,54.6,19.5,27.6,31.8,6.7,5.9,6.1,5.38,12.7,21.8,28.0,30.9,6.6,6.5,41.7,50.0,1.8,3.8,7.4,SP - Capital
218,3519105.0,Iacanga,46.3,79.39999999999999,55.0,16.2,23.0,29.1,6.7,4.9,5.1,5.26,27.0,21.8,17.9,25.6,7.7,0.0,25.0,62.5,12.5,2.0,13.0,SP - Capital
219,3519204.0,Iacri,100.0,68.5,53.7,14.9,23.8,24.8,6.9,5.8,7.0,5.3,12.5,22.5,32.5,20.0,12.5,0.0,50.0,50.0,0.0,4.7,7.3,SP - Capital
220,3519253.0,Iaras,57.6,84.4,59.8,17.5,16.6,14.8,7.4,4.6,5.0,5.07,20.5,5.9,26.5,27.9,19.200000000000003,0.0,33.3,66.7,0.0,8.3,24.8,SP - Capital
221,3519303.0,Ibaté,75.9,79.0,63.7,18.9,25.4,26.2,7.6,6.6,6.6,5.38,15.3,10.6,40.3,26.3,7.5,34.8,52.2,13.0,0.0,4.4,8.6,SP - Capital
222,3519402.0,Ibirá,66.2,80.5,47.6,14.1,19.2,21.6,7.8,6.1,5.0,5.3,30.5,5.4,19.6,26.1,18.4,0.0,57.1,42.9,0.0,3.4,8.2,SP - Capital
223,3519501.0,Ibirarema,88.5,80.8,67.5,13.5,21.0,15.3,7.3,5.0,4.9,5.13,18.5,9.3,20.4,37.0,14.8,0.0,25.0,75.0,0.0,4.4,12.2,SP - Capital
224,3519600.0,Ibitinga,53.0,73.4,61.5,17.6,24.8,27.8,7.4,6.0,5.5,5.3,12.3,18.5,31.7,29.3,8.2,2.6,31.6,52.6,13.2,3.4,6.2,SP - Capital
225,3519709.0,Ibiúna,85.4,79.69999999999999,58.300000000000004,14.3,22.3,28.5,5.7,5.2,5.8,5.14,28.9,8.5,27.5,28.0,7.1,14.5,44.6,37.3,3.6,5.7,8.7,SP - Capital
226,3519808.0,Icém,47.8,74.8,76.8,15.6,20.9,25.3,8.4,5.5,7.8,5.32,29.8,6.4,25.5,25.5,12.8,0.0,37.5,50.0,12.5,3.5,14.6,SP - Capital
227,3519907.0,Iepê,89.7,80.6,50.6,16.0,21.3,28.0,5.8,5.1,5.6,5.37,29.8,1.8,19.3,42.1,7.0,0.0,33.3,66.7,0.0,2.2,1.8,SP - Capital
228,3520004.0,Igaraçu do Tietê,64.9,79.1,68.6,17.6,22.9,29.0,7.8,5.6,5.4,5.15,17.2,4.8,28.0,37.5,12.5,0.0,42.9,50.0,7.1,5.7,9.3,SP - Capital
229,3520103.0,Igarapava,92.5,70.6,50.800000000000004,16.0,24.3,29.5,7.9,5.4,6.6,5.17,16.0,12.0,34.7,26.7,10.6,4.3,13.0,65.2,17.5,6.8,10.8,SP - Capital
230,3520202.0,Igaratá,87.1,73.39999999999999,66.89999999999999,16.3,21.6,26.0,8.3,6.2,5.3,5.19,21.0,17.1,20.0,30.5,11.399999999999999,30.0,30.0,30.0,10.0,10.4,9.0,SP - Capital
231,3520301.0,Iguape,92.9,72.9,60.8,17.5,21.1,26.4,6.1,5.8,7.7,4.98,24.1,17.6,29.0,24.4,4.9,16.1,48.4,22.6,12.9,1.5,3.0,SP - Capital
232,3520400.0,Ilhabela,42.900000000000006,78.1,53.4,16.5,19.8,24.4,8.2,6.0,6.7,5.11,21.2,16.0,30.2,28.2,4.4,50.0,36.4,13.6,0.0,5.9,9.5,SP - Capital
233,3520426.0,Ilha Comprida,57.9,76.3,63.4,17.8,24.3,31.2,7.7,5.1,5.2,5.17,33.6,15.9,23.9,20.4,6.2,30.0,30.0,40.0,0.0,1.7,6.2,SP - Capital
234,3520442.0,Ilha Solteira,56.5,85.3,84.10000000000001,12.5,23.2,26.1,7.7,7.2,7.1,5.41,21.5,30.2,23.7,20.7,3.9000000000000004,14.3,38.1,28.6,19.0,4.0,6.7,SP - Capital
235,3520509.0,Indaiatuba,61.8,79.9,61.6,18.9,28.4,34.7,6.6,5.8,5.6,5.54,10.2,30.0,26.6,27.9,5.3,7.7,38.7,45.8,7.8,5.8,9.0,SP - Capital
236,3520608.0,Indiana,68.8,83.8,47.7,21.6,23.9,22.8,7.3,5.3,5.3,5.25,13.5,5.4,18.9,59.5,2.7,0.0,66.7,33.3,0.0,2.9,6.1,SP - Capital
237,3520707.0,Indiaporã,80.0,77.0,46.4,13.4,20.4,28.0,7.3,8.2,9.0,5.25,8.9,35.6,51.1,2.2,2.2,0.0,50.0,50.0,0.0,7.1,8.3,SP - Capital
238,3520806.0,Inúbia Paulista,100.0,81.9,67.2,18.0,17.0,9.4,6.3,6.8,7.0,5.34,38.2,11.8,47.1,2.9,0.0,0.0,25.0,25.0,50.0,3.2,19.7,SP - Capital
239,3520905.0,Ipaussu,73.4,80.9,71.3,15.5,19.4,25.4,7.5,4.7,5.8,5.33,18.6,9.7,19.5,35.4,16.8,0.0,16.7,83.3,0.0,5.0,14.5,SP - Capital
240,3521002.0,Iperó,42.2,81.5,60.8,18.2,21.6,30.1,7.5,4.6,6.5,5.22,26.5,17.1,17.1,29.9,9.4,5.0,10.0,75.0,10.0,6.1,16.9,SP - Capital
241,3521101.0,Ipeúna,76.4,85.2,61.3,15.8,23.9,26.7,6.2,8.1,5.4,5.25,31.4,24.3,22.9,21.4,0.0,0.0,60.0,40.0,0.0,5.0,6.8,SP - Capital
242,3521150.0,Ipiguá,100.0,82.9,66.1,21.4,27.8,37.3,7.7,5.3,5.4,5.3,25.6,23.1,15.4,28.2,7.699999999999999,0.0,33.3,33.3,33.4,4.1,11.6,SP - Capital
243,3521200.0,Iporanga,50.0,55.0,46.5,9.3,14.1,13.4,4.2,5.2,6.3,4.78,25.6,43.1,7.8,17.6,5.9,33.3,60.0,6.7,0.0,4.9,8.8,SP - Capital
244,3521309.0,Ipuã,70.4,81.0,59.2,15.0,18.7,24.7,8.5,4.7,5.2,5.07,26.3,4.4,31.6,26.3,11.4,11.8,41.2,41.2,5.8,5.2,14.1,SP - Capital
245,3521408.0,Iracemápolis,50.7,82.4,61.2,18.5,24.9,31.9,9.3,5.7,5.5,5.51,29.0,13.7,32.1,22.1,3.0999999999999996,7.7,46.2,46.1,0.0,3.4,8.7,SP - Capital
246,3521507.0,Irapuã,68.5,78.5,53.8,18.4,23.2,26.7,6.6,6.5,6.1,5.19,40.1,4.4,28.9,22.2,4.4,0.0,25.0,75.0,0.0,5.6,5.9,SP - Capital
247,3521606.0,Irapuru,65.6,76.1,61.6,16.0,21.5,13.6,6.6,6.7,7.1,5.09,23.1,9.6,46.2,11.5,9.6,0.0,57.1,42.9,0.0,4.6,16.1,SP - Capital
248,3521705.0,Itaberá,64.4,80.6,58.4,13.6,21.2,23.2,6.7,8.3,7.1,5.12,7.8,36.6,33.8,19.4,2.4,5.6,38.9,55.5,0.0,1.3,3.4,SP - Capital
249,3521804.0,Itaí,48.8,79.5,59.5,16.4,23.5,31.0,6.1,6.0,6.6,5.08,29.7,7.1,42.9,16.1,4.2,0.0,35.7,35.7,28.6,2.9,6.1,SP - Capital
250,3521903.0,Itajobi,56.2,85.3,60.4,15.4,22.8,25.6,8.1,6.0,7.1,5.28,21.6,19.0,23.5,28.1,7.8,0.0,63.6,18.2,18.2,2.4,9.4,SP - Capital
251,3522000.0,Itaju,63.9,79.0,53.3,14.4,20.1,18.9,7.2,5.2,5.2,5.05,34.2,2.9,8.6,42.9,11.4,0.0,50.0,50.0,0.0,2.7,11.0,SP - Capital
252,3522109.0,Itanhaém,78.2,75.2,59.9,16.7,23.9,29.3,6.1,5.2,5.6,5.16,17.5,17.2,20.9,35.1,9.3,6.0,50.7,40.3,3.0,6.4,15.0,SP - Capital
253,3522158.0,Itaoca,53.3,57.1,47.7,17.1,20.2,15.9,7.0,7.1,7.0,4.59,17.6,29.4,3.9,47.1,2.0,50.0,33.3,16.7,0.0,1.9,4.2,SP - Capital
254,3522208.0,Itapecerica da Serra,61.7,77.0,64.0,16.9,27.2,30.1,5.8,5.9,6.3,5.24,11.0,19.8,32.6,30.3,6.3,8.1,50.0,38.7,3.2,5.2,10.2,SP - Capital
255,3522307.0,Itapetininga,62.2,78.2,63.9,16.8,26.0,29.1,7.6,6.3,6.1,5.28,16.5,23.1,34.6,20.3,5.5,9.8,41.7,42.4,6.1,3.3,8.2,SP - Capital
256,3522406.0,Itapeva,70.9,73.6,59.4,20.2,24.4,26.8,5.9,5.3,6.7,5.15,21.6,19.4,24.6,27.2,7.2,6.7,26.7,57.3,9.3,2.5,5.6,SP - Capital
257,3522505.0,Itapevi,57.0,79.9,58.2,24.0,30.6,32.4,5.6,5.8,4.8,5.17,6.5,22.0,27.2,34.0,10.3,5.3,33.0,55.3,6.4,3.7,9.6,SP - Capital
258,3522604.0,Itapira,91.4,83.0,58.6,10.4,22.2,26.2,6.0,5.6,5.6,5.41,24.8,7.4,21.5,33.4,12.9,15.8,29.8,38.6,15.8,10.2,15.1,SP - Capital
259,3522653.0,Itapirapuã Paulista,100.0,69.9,39.2,16.6,20.1,21.4,4.3,5.9,6.5,4.74,33.3,11.9,11.9,42.9,0.0,0.0,33.3,50.0,16.7,1.1,3.3,SP - Capital
260,3522703.0,Itápolis,85.1,72.60000000000001,56.800000000000004,14.1,22.6,22.4,6.7,6.0,5.9,5.34,12.2,20.5,25.6,33.7,8.0,6.7,33.3,43.3,16.7,1.8,5.2,SP - Capital
261,3522802.0,Itaporanga,76.5,67.5,62.0,14.9,18.5,24.2,7.1,5.6,6.2,5.1,28.4,14.6,21.9,29.1,6.0,14.3,28.6,42.9,14.2,2.7,4.9,SP - Capital
262,3522901.0,Itapuí,78.0,71.4,48.6,16.5,23.9,28.3,9.1,7.1,4.9,5.23,19.9,12.6,36.0,23.4,8.100000000000001,11.1,33.3,44.4,11.2,7.2,13.8,SP - Capital
263,3523008.0,Itapura,36.8,71.0,51.1,16.1,20.3,21.2,8.0,6.0,5.7,5.17,35.0,7.5,10.0,47.5,0.0,0.0,50.0,0.0,50.0,2.5,3.8,SP - Capital
264,3523107.0,Itaquaquecetuba,89.7,86.10000000000001,69.0,16.9,27.9,30.3,5.3,5.0,5.2,5.14,4.3,18.4,29.0,36.7,11.6,18.7,33.3,36.8,11.2,5.2,11.9,SP - Capital
265,3523206.0,Itararé,69.0,75.8,59.3,15.1,22.0,26.9,6.5,5.6,6.4,5.2,29.0,12.6,25.3,28.4,4.7,2.9,51.4,42.9,2.8,6.6,13.3,SP - Capital
266,3523305.0,Itariri,98.4,79.2,59.8,16.9,20.1,24.3,6.2,6.7,6.3,4.89,27.4,9.6,35.6,22.6,4.8,12.5,56.3,31.2,0.0,2.4,5.1,SP - Capital
267,3523404.0,Itatiba,78.2,78.7,64.7,10.3,21.9,32.1,7.4,5.3,5.9,5.48,25.4,17.9,20.9,29.8,6.0,3.6,19.3,60.2,16.9,6.3,9.5,SP - Capital
268,3523503.0,Itatinga,76.7,79.4,49.2,15.5,22.9,29.0,6.9,5.5,6.1,5.29,28.1,12.3,30.8,23.3,5.5,17.6,23.5,47.1,11.8,7.8,15.9,SP - Capital
269,3523602.0,Itirapina,64.4,78.0,49.6,20.4,25.9,27.3,6.9,5.7,4.8,5.45,15.0,11.8,30.7,33.1,9.4,0.0,54.5,45.5,0.0,3.2,1.9,SP - Capital
270,3523701.0,Itirapuã,84.0,78.6,37.3,16.3,25.2,22.6,6.9,4.9,5.4,5.12,13.6,13.6,27.3,40.9,4.6,0.0,50.0,50.0,0.0,5.0,9.1,SP - Capital
271,3523800.0,Itobi,58.5,75.2,60.4,12.7,23.5,31.6,5.8,6.0,4.9,5.01,14.5,21.8,18.2,29.1,16.4,0.0,60.0,40.0,0.0,3.5,14.9,SP - Capital
272,3523909.0,Itu,67.2,78.89999999999999,56.3,16.8,27.1,27.9,7.2,5.9,5.5,5.41,8.6,23.5,30.6,31.1,6.2,20.7,56.8,18.0,4.5,4.3,9.4,SP - Capital
273,3524006.0,Itupeva,47.3,77.3,62.0,16.3,24.3,30.1,6.6,5.3,4.5,5.37,25.6,10.6,23.1,31.0,9.7,0.0,54.8,38.1,7.1,3.1,11.2,SP - Capital
274,3524105.0,Ituverava,69.0,73.6,55.9,14.4,22.0,33.0,7.2,5.1,5.8,5.3,14.0,15.6,31.7,28.8,9.9,3.7,37.0,55.6,3.7,12.6,16.6,SP - Capital
275,3524204.0,Jaborandi,54.4,69.8,60.7,17.7,22.1,27.5,10.6,8.6,8.9,5.21,33.4,8.3,37.5,20.8,0.0,0.0,20.0,80.0,0.0,10.6,23.0,SP - Capital
276,3524303.0,Jaboticabal,72.7,76.5,66.8,14.0,23.1,28.6,8.5,5.9,6.1,5.33,17.2,14.4,25.1,33.9,9.4,0.0,49.1,41.8,9.1,3.6,8.9,SP - Capital
277,3524402.0,Jacareí,75.4,81.5,63.400000000000006,15.9,24.6,28.3,5.5,5.8,5.9,5.37,19.0,22.3,26.9,24.2,7.6,27.2,46.4,24.5,1.9,4.3,8.1,SP - Capital
278,3524501.0,Jaci,84.4,86.3,46.2,20.2,28.8,27.7,9.1,5.9,5.4,5.38,11.2,24.4,31.1,33.3,0.0,0.0,20.0,20.0,60.0,6.7,11.6,SP - Capital
279,3524600.0,Jacupiranga,94.7,69.8,51.3,18.0,23.0,31.8,5.9,5.3,8.2,4.98,41.6,7.6,28.0,16.9,5.9,42.9,38.1,14.3,4.7,4.7,8.8,SP - Capital
280,3524709.0,Jaguariúna,50.4,78.3,61.0,13.5,22.0,30.5,8.0,5.1,5.9,5.51,20.3,11.3,23.3,36.6,8.5,8.5,57.4,34.1,0.0,2.4,11.6,SP - Capital
281,3524808.0,Jales,54.3,79.1,60.1,21.1,27.8,28.9,7.4,6.1,6.6,5.45,9.6,26.3,25.1,31.0,8.0,0.0,40.9,40.9,18.2,3.8,6.5,SP - Capital
282,3524907.0,Jambeiro,46.0,85.6,59.3,16.2,17.4,22.0,6.4,5.2,7.6,5.18,34.5,25.5,7.3,21.8,10.9,0.0,50.0,50.0,0.0,9.3,21.9,SP - Capital
283,3525003.0,Jandira,49.1,77.6,58.7,17.4,27.3,32.2,8.0,5.9,5.9,5.19,9.6,15.9,26.7,39.4,8.4,12.5,55.6,31.9,0.0,3.1,7.7,SP - Capital
284,3525102.0,Jardinópolis,86.1,80.8,73.19999999999999,16.2,24.3,27.8,6.7,5.3,5.1,5.28,22.1,14.5,21.5,33.1,8.8,5.7,34.3,57.1,2.9,7.6,13.2,SP - Capital
285,3525201.0,Jarinu,62.4,71.2,44.7,15.5,25.8,32.3,6.4,5.8,5.0,5.31,16.7,8.3,33.0,30.2,11.8,0.0,53.8,46.2,0.0,4.0,11.4,SP - Capital
286,3525300.0,Jaú,48.4,74.4,69.7,14.2,23.5,28.6,6.8,5.7,6.4,5.45,16.4,10.2,29.1,33.2,11.1,1.9,30.2,57.5,10.4,6.8,9.1,SP - Capital
287,3525409.0,Jeriquara,50.0,80.5,32.7,13.6,19.3,20.7,7.8,4.9,4.4,5.24,18.7,6.3,40.6,21.9,12.5,0.0,20.0,40.0,40.0,5.6,27.5,SP - Capital
288,3525508.0,Joanópolis,80.0,77.5,59.300000000000004,20.0,25.2,30.9,7.5,5.2,7.0,5.19,29.6,22.5,14.1,22.5,11.3,9.1,0.0,36.4,54.5,6.0,10.0,SP - Capital
289,3525607.0,João Ramalho,65.9,84.6,57.5,17.6,23.1,31.3,7.0,5.9,7.2,5.06,42.3,6.1,36.4,15.2,0.0,0.0,66.7,33.3,0.0,1.7,5.6,SP - Capital
290,3525706.0,José Bonifácio,75.3,74.6,59.2,12.9,25.0,29.7,6.8,5.9,5.6,5.33,15.0,15.7,25.3,28.7,15.3,12.0,60.0,20.0,8.0,4.3,8.9,SP - Capital
291,3525805.0,Júlio Mesquita,73.3,74.6,43.6,18.4,21.3,16.9,6.8,5.0,5.4,5.23,31.0,2.2,15.6,35.6,15.600000000000001,0.0,25.0,50.0,25.0,1.9,1.8,SP - Capital
292,3525854.0,Jumirim,88.0,83.5,44.2,12.5,20.1,13.3,9.3,5.2,7.1,5.3,27.0,11.5,7.7,42.3,11.5,0.0,50.0,50.0,0.0,7.3,13.0,SP - Capital
293,3525904.0,Jundiaí,63.9,80.10000000000001,67.3,12.5,26.5,31.4,6.3,5.8,6.0,5.51,12.9,29.5,28.9,23.1,5.6,15.4,38.9,39.6,6.1,1.9,5.1,SP - Capital
294,3526001.0,Junqueirópolis,88.2,80.0,73.8,15.1,24.2,31.7,9.9,7.7,5.9,5.43,15.9,34.8,45.5,2.3,1.5,0.0,8.3,83.3,8.4,1.5,3.7,SP - Capital
295,3526100.0,Juquiá,49.6,75.5,54.3,16.1,20.2,21.5,5.7,5.7,6.3,4.92,27.4,6.7,20.7,38.0,7.199999999999999,15.8,52.6,26.3,5.3,1.8,3.7,SP - Capital
296,3526209.0,Juquitiba,57.9,73.7,56.0,16.7,22.3,30.4,5.7,6.0,6.5,5.01,31.0,29.5,22.0,13.4,4.1000000000000005,17.2,37.9,44.9,0.0,3.5,7.3,SP - Capital
297,3526308.0,Lagoinha,44.2,82.9,70.9,13.6,20.0,23.4,4.0,5.4,5.8,5.04,25.5,2.3,23.3,23.3,25.599999999999998,0.0,0.0,100.0,0.0,5.2,10.7,SP - Capital
298,3526407.0,Laranjal Paulista,60.5,75.2,65.5,13.3,20.6,26.7,7.4,5.0,5.3,5.36,27.2,7.4,19.3,30.2,15.9,0.0,13.6,50.0,36.4,5.3,12.0,SP - Capital
299,3526506.0,Lavínia,69.2,87.5,51.5,14.0,20.9,25.6,6.6,5.2,7.8,5.38,25.1,7.1,35.7,32.1,0.0,0.0,57.1,28.6,14.3,7.1,7.8,SP - Capital
300,3526605.0,Lavrinhas,91.7,81.0,46.4,13.1,16.0,20.2,5.5,5.2,8.9,5.05,18.0,9.7,37.5,27.8,7.0,14.3,14.3,42.9,28.5,4.3,9.3,SP - Capital
301,3526704.0,Leme,51.2,76.89999999999999,68.3,16.2,25.3,29.0,7.0,5.8,5.9,5.29,15.4,17.4,25.4,32.7,9.1,1.4,52.9,38.6,7.1,2.3,6.7,SP - Capital
302,3526803.0,Lençóis Paulista,78.2,79.69999999999999,59.5,17.4,24.0,31.6,7.4,6.3,5.9,5.53,33.7,11.2,25.1,26.1,3.9,3.8,45.3,45.3,5.6,6.3,12.8,SP - Capital
303,3526902.0,Limeira,43.1,76.0,60.2,15.1,24.7,29.9,7.6,5.9,5.6,5.46,19.4,11.4,31.1,31.6,6.5,4.9,51.9,37.7,5.5,3.2,8.1,SP - Capital
304,3527009.0,Lindóia,67.3,82.6,54.9,13.1,21.5,18.3,8.4,6.4,5.0,5.38,14.3,12.5,35.7,23.2,14.299999999999999,0.0,83.3,16.7,0.0,12.4,25.2,SP - Capital
305,3527108.0,Lins,68.1,76.2,56.9,16.7,25.8,30.9,7.5,6.2,5.6,5.36,15.6,18.6,27.0,29.4,9.4,6.3,42.9,41.3,9.5,5.1,13.5,SP - Capital
306,3527207.0,Lorena,48.5,73.8,61.099999999999994,15.5,23.4,27.4,6.0,5.5,6.2,5.26,21.9,15.3,24.2,28.7,9.9,1.5,31.8,62.1,4.6,8.2,12.5,SP - Capital
307,3527256.0,Lourdes,100.0,86.3,64.3,10.0,19.7,20.7,8.0,8.0,9.0,5.0,6.7,40.0,16.7,33.3,3.3,0.0,0.0,100.0,0.0,4.1,11.3,SP - Capital
308,3527306.0,Louveira,53.9,83.2,60.8,12.4,22.6,32.7,8.3,6.6,4.4,5.33,30.7,7.1,29.3,25.9,7.0,4.2,37.5,54.2,4.1,3.7,8.8,SP - Capital
309,3527405.0,Lucélia,62.2,86.5,62.8,16.3,21.9,24.7,8.3,6.2,6.5,5.43,38.6,7.6,32.8,16.0,5.0,0.0,35.7,57.1,7.2,2.4,7.8,SP - Capital
310,3527504.0,Lucianópolis,37.5,82.4,48.3,14.3,18.1,12.2,7.2,6.5,6.1,5.26,30.5,0.0,30.4,39.1,0.0,0.0,25.0,75.0,0.0,3.6,0.0,SP - Capital
311,3527603.0,Luís Antônio,44.5,79.3,61.7,15.0,16.9,25.1,8.3,5.2,5.3,5.27,26.9,8.9,13.8,35.0,15.399999999999999,0.0,41.7,50.0,8.3,10.0,16.8,SP - Capital
312,3527702.0,Luiziânia,69.2,83.5,49.3,16.4,21.4,27.5,7.6,7.9,4.6,4.93,39.1,31.7,14.6,14.6,0.0,0.0,0.0,100.0,0.0,10.7,15.6,SP - Capital
313,3527801.0,Lupércio,53.2,70.2,35.7,14.8,19.4,22.2,7.3,5.0,5.6,5.27,28.7,19.0,9.5,23.8,19.0,14.3,14.3,71.4,0.0,4.5,6.0,SP - Capital
314,3527900.0,Lutécia,66.7,75.4,65.4,15.3,16.5,15.0,5.1,5.4,4.8,5.24,28.5,0.0,14.3,35.7,21.5,0.0,50.0,50.0,0.0,7.6,12.6,SP - Capital
315,3528007.0,Macatuba,35.3,71.3,53.7,19.0,23.4,23.7,7.2,7.0,6.4,5.43,39.4,2.3,40.9,15.9,1.5,6.7,46.7,46.6,0.0,6.2,11.2,SP - Capital
316,3528106.0,Macaubal,65.0,88.8,58.9,16.9,21.7,32.0,5.5,5.9,7.0,5.26,41.9,11.6,34.9,11.6,0.0,75.0,0.0,25.0,0.0,2.9,6.8,SP - Capital
317,3528205.0,Macedônia,48.9,80.9,64.2,20.3,21.9,33.3,7.5,8.1,9.0,5.4,6.2,34.4,59.4,0.0,0.0,0.0,33.3,66.7,0.0,4.6,8.0,SP - Capital
318,3528304.0,Magda,88.9,71.9,60.7,13.1,20.5,26.3,7.9,8.4,9.0,5.32,25.8,6.5,64.5,3.2,0.0,0.0,33.3,66.7,0.0,1.5,2.5,SP - Capital
319,3528403.0,Mairinque,52.8,80.9,58.3,15.2,22.1,30.4,6.5,5.0,6.7,5.31,25.5,11.5,25.5,31.1,6.4,2.6,30.8,66.6,0.0,7.6,12.6,SP - Capital
320,3528502.0,Mairiporã,65.6,80.1,59.199999999999996,18.6,24.0,28.7,6.8,5.4,5.2,5.24,15.2,15.9,29.3,31.4,8.2,7.9,41.3,49.2,1.6,3.3,9.8,SP - Capital
321,3528601.0,Manduri,35.099999999999994,81.2,40.4,15.6,19.7,26.6,7.0,5.0,4.4,5.24,39.3,4.8,10.7,38.1,7.1,0.0,71.4,28.6,0.0,3.3,6.8,SP - Capital
322,3528700.0,Marabá Paulista,47.6,70.0,48.2,11.2,15.8,12.2,6.7,4.8,4.8,5.07,30.3,0.0,18.6,30.2,20.900000000000002,0.0,16.7,83.3,0.0,3.0,5.5,SP - Capital
